,Team 1,Team 2,Date,Venue_Team1,Venue_Team2,Winner,Last10MatchesTeam1,Last10MatchesTeam2,Last10ConflictsTeam1,Last10ConflictsTeam2,label
297,England,Pakistan,1985-03-02,2,2,Pakistan,5.0,5.0,8.0,2.0,1.0
298,Australia,India,1985-03-03,0,1,India,5.0,3.0,8.0,2.0,1.0
299,India,New Zealand,1985-03-05,2,2,India,4.0,6.0,2.0,8.0,0.0
300,Pakistan,West Indies,1985-03-06,2,2,Pakistan,5.0,9.0,2.0,8.0,0.0
301,New Zealand,West Indies,1985-03-09,2,2,West Indies,6.0,8.0,1.0,2.0,1.0
302,India,Pakistan,1985-03-10,2,2,India,5.0,5.0,5.0,5.0,0.0
303,West Indies,New Zealand,1985-03-20,0,1,West Indies,8.0,5.0,3.0,1.0,0.0
304,India,Pakistan,1985-03-22,2,2,India,6.0,4.0,6.0,4.0,0.0
305,Australia,England,1985-03-24,2,2,Australia,5.0,5.0,6.0,4.0,0.0
306,England,Pakistan,1985-03-26,2,2,Pakistan,4.0,4.0,8.0,2.0,1.0
307,West Indies,New Zealand,1985-03-27,0,1,West Indies,8.0,5.0,4.0,1.0,0.0
308,Australia,India,1985-03-29,2,2,India,5.0,7.0,8.0,2.0,1.0
309,West Indies,New Zealand,1985-04-14,0,1,West Indies,8.0,5.0,5.0,1.0,0.0
310,West Indies,New Zealand,1985-04-17,0,1,West Indies,8.0,4.0,6.0,1.0,0.0
311,West Indies,New Zealand,1985-04-23,0,1,West Indies,8.0,4.0,7.0,1.0,0.0
312,England,Australia,1985-05-30,0,1,Australia,4.0,5.0,3.0,7.0,1.0
313,England,Australia,1985-06-01,0,1,Australia,3.0,5.0,2.0,8.0,1.0
314,England,Australia,1985-06-03,0,1,England,2.0,5.0,2.0,8.0,0.0
315,Sri Lanka,India,1985-08-25,0,1,India,1.0,8.0,1.0,4.0,1.0
316,Sri Lanka,India,1985-09-21,0,1,Sri Lanka,1.0,9.0,1.0,5.0,0.0
317,Pakistan,Sri Lanka,1985-10-13,0,1,Pakistan,4.0,2.0,5.0,2.0,0.0
318,Pakistan,Sri Lanka,1985-10-23,0,1,Pakistan,5.0,1.0,6.0,2.0,0.0
319,Pakistan,Sri Lanka,1985-10-25,0,1,Pakistan,6.0,1.0,7.0,2.0,0.0
320,Pakistan,Sri Lanka,1985-11-03,2,2,Pakistan,7.0,1.0,8.0,2.0,0.0
321,Pakistan,West Indies,1985-11-15,2,2,West Indies,8.0,9.0,2.0,8.0,1.0
322,India,Pakistan,1985-11-17,2,2,Pakistan,8.0,7.0,7.0,3.0,1.0
323,India,West Indies,1985-11-22,2,2,West Indies,8.0,9.0,3.0,7.0,1.0
324,Pakistan,West Indies,1985-11-27,0,1,West Indies,7.0,9.0,2.0,8.0,1.0
325,Pakistan,West Indies,1985-11-29,0,1,Pakistan,6.0,9.0,2.0,8.0,0.0
326,Pakistan,West Indies,1985-12-02,0,1,West Indies,7.0,9.0,3.0,7.0,1.0
327,Pakistan,West Indies,1985-12-04,0,1,Pakistan,7.0,9.0,3.0,7.0,0.0
328,Pakistan,West Indies,1985-12-06,0,1,West Indies,7.0,8.0,3.0,7.0,1.0
329,India,New Zealand,1986-01-11,2,2,India,7.0,3.0,3.0,7.0,0.0
330,Australia,India,1986-01-12,0,1,Australia,4.0,7.0,7.0,3.0,0.0
331,Australia,New Zealand,1986-01-14,0,1,Australia,5.0,2.0,6.0,4.0,0.0
332,Australia,India,1986-01-16,0,1,India,6.0,6.0,7.0,3.0,1.0
333,India,New Zealand,1986-01-18,2,2,New Zealand,6.0,1.0,4.0,6.0,1.0
334,Australia,New Zealand,1986-01-19,0,1,Australia,5.0,1.0,6.0,4.0,0.0
335,Australia,India,1986-01-21,0,1,Australia,6.0,5.0,6.0,4.0,0.0
336,India,New Zealand,1986-01-23,2,2,New Zealand,4.0,1.0,4.0,6.0,1.0
337,India,New Zealand,1986-01-25,2,2,India,3.0,2.0,3.0,7.0,0.0
338,Australia,India,1986-01-26,0,1,Australia,7.0,3.0,6.0,4.0,0.0
339,Australia,New Zealand,1986-01-27,0,1,New Zealand,7.0,2.0,6.0,4.0,1.0
340,Australia,New Zealand,1986-01-29,0,1,Australia,7.0,3.0,5.0,5.0,0.0
341,Australia,India,1986-01-31,0,1,India,7.0,3.0,6.0,4.0,1.0
342,India,New Zealand,1986-02-02,2,2,India,4.0,3.0,4.0,6.0,0.0
343,Australia,India,1986-02-05,0,1,Australia,6.0,5.0,6.0,4.0,0.0
344,Australia,India,1986-02-09,0,1,Australia,7.0,4.0,6.0,4.0,0.0
345,West Indies,England,1986-02-18,0,1,West Indies,8.0,2.0,8.0,2.0,0.0
346,Sri Lanka,Pakistan,1986-03-02,0,1,Pakistan,1.0,6.0,2.0,8.0,1.0
347,West Indies,England,1986-03-04,0,1,England,8.0,2.0,8.0,2.0,1.0
348,Sri Lanka,Pakistan,1986-03-11,0,1,Pakistan,1.0,6.0,2.0,8.0,1.0
349,New Zealand,Australia,1986-03-19,0,1,New Zealand,3.0,7.0,4.0,6.0,0.0
350,West Indies,England,1986-03-19,0,1,West Indies,7.0,2.0,7.0,3.0,0.0
351,New Zealand,Australia,1986-03-22,0,1,New Zealand,4.0,6.0,4.0,6.0,0.0
352,New Zealand,Australia,1986-03-26,0,1,Australia,5.0,6.0,4.0,6.0,1.0
353,New Zealand,Australia,1986-03-29,0,1,Australia,5.0,6.0,4.0,6.0,1.0
354,Sri Lanka,Pakistan,1986-03-30,0,1,Pakistan,1.0,6.0,1.0,9.0,1.0
355,Bangladesh,Pakistan,1986-03-31,2,2,Pakistan,0.0,6.0,0.0,0.0,1.0
356,West Indies,England,1986-03-31,0,1,West Indies,7.0,2.0,7.0,3.0,0.0
357,Sri Lanka,Bangladesh,1986-04-02,0,1,Sri Lanka,1.0,0.0,0.0,0.0,0.0
358,Sri Lanka,New Zealand,1986-04-05,0,1,New Zealand,2.0,4.0,3.0,7.0,1.0
359,Sri Lanka,Pakistan,1986-04-06,0,1,Sri Lanka,2.0,7.0,1.0,9.0,0.0
360,New Zealand,Pakistan,1986-04-07,2,2,Pakistan,5.0,6.0,6.0,4.0,1.0
361,India,New Zealand,1986-04-10,2,2,India,4.0,4.0,4.0,6.0,0.0
362,Australia,Pakistan,1986-04-11,2,2,Pakistan,6.0,7.0,5.0,5.0,1.0
363,India,Sri Lanka,1986-04-13,2,2,India,4.0,2.0,5.0,2.0,0.0
364,New Zealand,Pakistan,1986-04-15,2,2,Pakistan,4.0,7.0,5.0,5.0,1.0
365,India,Pakistan,1986-04-18,2,2,Pakistan,5.0,8.0,7.0,3.0,1.0
366,England,India,1986-05-24,0,1,India,2.0,5.0,6.0,4.0,1.0
367,England,India,1986-05-26,0,1,England,2.0,6.0,6.0,4.0,0.0
368,England,New Zealand,1986-07-16,0,1,New Zealand,3.0,3.0,3.0,7.0,1.0
369,England,New Zealand,1986-07-18,0,1,England,3.0,4.0,3.0,7.0,0.0
370,India,Australia,1986-09-07,0,1,India,5.0,5.0,4.0,6.0,0.0
371,India,Australia,1986-09-09,0,1,Australia,6.0,5.0,5.0,5.0,1.0
372,India,Australia,1986-10-02,0,1,India,5.0,5.0,4.0,6.0,0.0
373,India,Australia,1986-10-05,0,1,India,5.0,5.0,4.0,6.0,0.0
374,India,Australia,1986-10-07,0,1,Australia,6.0,4.0,5.0,5.0,1.0
375,Pakistan,West Indies,1986-10-17,0,1,West Indies,8.0,7.0,3.0,7.0,1.0
376,Pakistan,West Indies,1986-11-04,0,1,West Indies,8.0,7.0,3.0,7.0,1.0
377,Pakistan,West Indies,1986-11-14,0,1,West Indies,7.0,7.0,3.0,7.0,1.0
378,Pakistan,West Indies,1986-11-17,0,1,West Indies,6.0,8.0,3.0,7.0,1.0
379,Pakistan,West Indies,1986-11-18,2,2,Pakistan,5.0,8.0,2.0,8.0,0.0
380,India,Sri Lanka,1986-11-27,2,2,India,6.0,2.0,6.0,2.0,0.0
381,Pakistan,West Indies,1986-11-28,2,2,West Indies,5.0,8.0,3.0,7.0,1.0
382,India,West Indies,1986-11-30,2,2,West Indies,6.0,8.0,2.0,8.0,1.0
383,Pakistan,Sri Lanka,1986-12-02,2,2,Pakistan,5.0,2.0,8.0,2.0,0.0
384,Sri Lanka,West Indies,1986-12-03,2,2,West Indies,2.0,8.0,0.0,7.0,1.0
385,India,Pakistan,1986-12-05,2,2,Pakistan,5.0,5.0,6.0,4.0,1.0
386,India,Sri Lanka,1986-12-24,0,1,Sri Lanka,5.0,2.0,7.0,2.0,1.0
387,Pakistan,West Indies,1986-12-30,2,2,Pakistan,5.0,9.0,3.0,7.0,0.0
388,Australia,England,1987-01-01,0,1,England,4.0,4.0,7.0,3.0,1.0
389,Australia,Pakistan,1987-01-02,0,1,Pakistan,4.0,5.0,5.0,5.0,1.0
390,England,West Indies,1987-01-03,2,2,England,5.0,8.0,3.0,7.0,0.0
391,Australia,West Indies,1987-01-04,0,1,West Indies,4.0,7.0,1.0,9.0,1.0
392,England,Pakistan,1987-01-05,2,2,England,5.0,5.0,7.0,3.0,0.0
393,England,Pakistan,1987-01-07,2,2,England,6.0,5.0,7.0,3.0,0.0
394,India,Sri Lanka,1987-01-11,0,1,India,4.0,3.0,7.0,3.0,0.0
395,India,Sri Lanka,1987-01-13,0,1,India,5.0,3.0,8.0,2.0,0.0
396,India,Sri Lanka,1987-01-15,0,1,India,5.0,3.0,8.0,2.0,0.0
397,England,West Indies,1987-01-17,2,2,England,6.0,7.0,3.0,7.0,0.0
398,India,Sri Lanka,1987-01-17,0,1,India,6.0,2.0,8.0,2.0,0.0
399,Australia,England,1987-01-18,0,1,Australia,3.0,7.0,6.0,4.0,0.0
400,Australia,West Indies,1987-01-20,0,1,West Indies,3.0,6.0,1.0,9.0,1.0
401,Australia,England,1987-01-22,0,1,England,3.0,7.0,6.0,4.0,1.0
402,England,West Indies,1987-01-24,2,2,England,8.0,6.0,4.0,6.0,0.0
403,Australia,West Indies,1987-01-25,0,1,West Indies,3.0,5.0,1.0,9.0,1.0
404,Australia,England,1987-01-26,0,1,Australia,2.0,8.0,5.0,5.0,0.0
405,India,Pakistan,1987-01-27,0,1,Pakistan,6.0,5.0,6.0,4.0,1.0
406,Australia,West Indies,1987-01-28,0,1,Australia,3.0,6.0,1.0,9.0,0.0
407,England,West Indies,1987-01-30,2,2,West Indies,8.0,5.0,5.0,5.0,1.0
408,Australia,England,1987-02-01,0,1,Australia,4.0,7.0,6.0,4.0,0.0
409,England,West Indies,1987-02-03,2,2,England,6.0,5.0,5.0,5.0,0.0
410,Australia,West Indies,1987-02-06,0,1,Australia,4.0,4.0,2.0,8.0,0.0
411,Australia,England,1987-02-08,0,1,England,5.0,6.0,7.0,3.0,1.0
412,Australia,England,1987-02-11,0,1,England,5.0,6.0,6.0,4.0,1.0
413,India,Pakistan,1987-02-18,0,1,Pakistan,5.0,6.0,5.0,5.0,1.0
414,New Zealand,West Indies,1987-03-18,0,1,West Indies,4.0,4.0,1.0,8.0,1.0
415,New Zealand,West Indies,1987-03-21,0,1,West Indies,3.0,5.0,1.0,9.0,1.0
416,India,Pakistan,1987-03-22,0,1,Pakistan,5.0,7.0,4.0,6.0,1.0
417,India,Pakistan,1987-03-24,0,1,Pakistan,4.0,7.0,3.0,7.0,1.0
418,India,Pakistan,1987-03-26,0,1,Pakistan,4.0,8.0,3.0,7.0,1.0
419,New Zealand,West Indies,1987-03-28,0,1,West Indies,2.0,5.0,1.0,9.0,1.0
420,England,India,1987-04-02,2,2,India,6.0,4.0,6.0,4.0,1.0
421,Australia,Pakistan,1987-04-03,2,2,Pakistan,5.0,8.0,5.0,5.0,1.0
422,Australia,India,1987-04-05,2,2,India,4.0,5.0,6.0,4.0,1.0
423,England,Pakistan,1987-04-07,2,2,England,5.0,8.0,7.0,3.0,0.0
424,Australia,England,1987-04-09,2,2,England,4.0,6.0,5.0,5.0,1.0
425,India,Pakistan,1987-04-10,2,2,Pakistan,5.0,7.0,2.0,8.0,1.0
426,England,Pakistan,1987-05-21,0,1,England,6.0,7.0,7.0,3.0,0.0
427,England,Pakistan,1987-05-23,0,1,Pakistan,6.0,7.0,7.0,3.0,1.0
428,England,Pakistan,1987-05-25,0,1,England,6.0,8.0,6.0,4.0,0.0
429,Pakistan,Sri Lanka,1987-10-08,2,2,Pakistan,7.0,2.0,8.0,2.0,0.0
430,India,Australia,1987-10-09,0,1,Australia,4.0,4.0,5.0,5.0,1.0
431,England,West Indies,1987-10-09,2,2,England,7.0,6.0,5.0,5.0,0.0
432,New Zealand,Zimbabwe,1987-10-10,2,2,New Zealand,2.0,1.0,0.0,0.0,0.0
433,Pakistan,England,1987-10-12,0,1,Pakistan,7.0,8.0,4.0,6.0,0.0
434,Australia,Zimbabwe,1987-10-13,2,2,Australia,5.0,1.0,1.0,1.0,0.0
435,Sri Lanka,West Indies,1987-10-13,2,2,West Indies,1.0,5.0,0.0,8.0,1.0
436,India,New Zealand,1987-10-14,0,1,India,3.0,3.0,5.0,5.0,0.0
437,Pakistan,West Indies,1987-10-16,0,1,Pakistan,7.0,6.0,3.0,7.0,0.0
438,India,Zimbabwe,1987-10-17,0,1,India,3.0,1.0,2.0,0.0,0.0
439,England,Sri Lanka,1987-10-17,2,2,England,7.0,1.0,3.0,1.0,0.0
440,Australia,New Zealand,1987-10-18,2,2,Australia,5.0,2.0,6.0,4.0,0.0
441,Pakistan,England,1987-10-20,0,1,Pakistan,7.0,7.0,4.0,6.0,0.0
442,Sri Lanka,West Indies,1987-10-21,2,2,West Indies,1.0,5.0,0.0,9.0,1.0
443,India,Australia,1987-10-22,0,1,India,4.0,5.0,5.0,5.0,0.0
444,New Zealand,Zimbabwe,1987-10-23,2,2,New Zealand,2.0,1.0,1.0,0.0,0.0
445,Pakistan,Sri Lanka,1987-10-25,0,1,Pakistan,7.0,1.0,9.0,1.0,0.0
446,England,West Indies,1987-10-26,2,2,England,6.0,6.0,6.0,4.0,0.0
447,India,Zimbabwe,1987-10-26,0,1,India,5.0,1.0,3.0,0.0,0.0
448,Australia,New Zealand,1987-10-27,2,2,Australia,4.0,3.0,6.0,4.0,0.0
449,Australia,Zimbabwe,1987-10-30,2,2,Australia,4.0,0.0,2.0,1.0,0.0
450,England,Sri Lanka,1987-10-30,2,2,England,7.0,1.0,4.0,1.0,0.0
451,Pakistan,West Indies,1987-10-30,0,1,West Indies,7.0,5.0,4.0,6.0,1.0
452,India,New Zealand,1987-10-31,0,1,India,6.0,3.0,6.0,4.0,0.0
453,Pakistan,Australia,1987-11-04,0,1,Australia,7.0,5.0,6.0,4.0,1.0
454,India,England,1987-11-05,0,1,England,7.0,7.0,5.0,5.0,1.0
455,Australia,England,1987-11-08,2,2,Australia,6.0,7.0,4.0,6.0,0.0
456,Pakistan,England,1987-11-18,0,1,England,6.0,6.0,5.0,5.0,1.0
457,Pakistan,England,1987-11-20,0,1,England,6.0,7.0,4.0,6.0,1.0
458,Pakistan,England,1987-11-22,0,1,England,5.0,7.0,3.0,7.0,1.0
459,India,West Indies,1987-12-08,0,1,West Indies,7.0,6.0,2.0,8.0,1.0
460,India,West Indies,1987-12-23,0,1,West Indies,6.0,7.0,1.0,9.0,1.0
461,Australia,Sri Lanka,1988-01-02,0,1,Australia,7.0,0.0,5.0,3.0,0.0
462,India,West Indies,1988-01-02,0,1,India,5.0,7.0,1.0,9.0,0.0
463,Australia,New Zealand,1988-01-03,0,1,New Zealand,8.0,2.0,7.0,3.0,1.0
464,New Zealand,Sri Lanka,1988-01-05,2,2,New Zealand,3.0,0.0,7.0,3.0,0.0
465,India,West Indies,1988-01-05,0,1,West Indies,6.0,6.0,1.0,9.0,1.0
466,Australia,New Zealand,1988-01-07,0,1,Australia,8.0,4.0,6.0,4.0,0.0
467,India,West Indies,1988-01-07,0,1,West Indies,6.0,6.0,1.0,9.0,1.0
468,New Zealand,Sri Lanka,1988-01-09,2,2,New Zealand,4.0,0.0,7.0,3.0,0.0
469,Australia,Sri Lanka,1988-01-10,0,1,Australia,8.0,0.0,6.0,3.0,0.0
470,New Zealand,Sri Lanka,1988-01-12,2,2,Sri Lanka,5.0,0.0,7.0,3.0,1.0
471,Australia,Sri Lanka,1988-01-14,0,1,Australia,8.0,1.0,7.0,3.0,0.0
472,New Zealand,Sri Lanka,1988-01-16,2,2,New Zealand,4.0,1.0,7.0,3.0,0.0
473,Australia,New Zealand,1988-01-17,0,1,Australia,8.0,5.0,6.0,4.0,0.0
474,Australia,Sri Lanka,1988-01-19,0,1,Australia,9.0,1.0,7.0,3.0,0.0
475,India,West Indies,1988-01-19,0,1,West Indies,5.0,7.0,1.0,9.0,1.0
476,Australia,New Zealand,1988-01-20,0,1,Australia,9.0,5.0,7.0,3.0,0.0
477,Australia,New Zealand,1988-01-22,0,1,Australia,9.0,4.0,7.0,3.0,0.0
478,India,West Indies,1988-01-22,0,1,West Indies,4.0,7.0,1.0,9.0,1.0
479,Australia,New Zealand,1988-01-24,0,1,Australia,9.0,4.0,8.0,2.0,0.0
480,India,West Indies,1988-01-25,0,1,West Indies,3.0,8.0,1.0,9.0,1.0
481,Australia,England,1988-02-04,0,1,Australia,9.0,7.0,4.0,6.0,0.0
482,New Zealand,England,1988-03-09,0,1,England,4.0,7.0,6.0,4.0,1.0
483,New Zealand,England,1988-03-12,0,1,England,3.0,7.0,5.0,5.0,1.0
484,West Indies,Pakistan,1988-03-12,0,1,West Indies,8.0,5.0,7.0,3.0,0.0
485,West Indies,Pakistan,1988-03-15,0,1,West Indies,9.0,4.0,7.0,3.0,0.0
486,New Zealand,England,1988-03-16,0,1,New Zealand,2.0,8.0,4.0,6.0,0.0
487,West Indies,Pakistan,1988-03-18,0,1,West Indies,9.0,3.0,7.0,3.0,0.0
488,New Zealand,England,1988-03-19,0,1,New Zealand,3.0,7.0,4.0,6.0,0.0
489,West Indies,Pakistan,1988-03-20,0,1,West Indies,9.0,2.0,7.0,3.0,0.0
490,India,Sri Lanka,1988-03-25,2,2,India,2.0,1.0,8.0,2.0,0.0
491,India,New Zealand,1988-03-27,2,2,India,2.0,3.0,7.0,3.0,0.0
492,New Zealand,Sri Lanka,1988-03-29,2,2,New Zealand,3.0,1.0,7.0,3.0,0.0
493,West Indies,Pakistan,1988-03-30,0,1,West Indies,9.0,1.0,7.0,3.0,0.0
494,New Zealand,Sri Lanka,1988-03-31,2,2,New Zealand,3.0,1.0,8.0,2.0,0.0
495,India,New Zealand,1988-04-01,2,2,India,3.0,4.0,8.0,2.0,0.0
496,England,West Indies,1988-05-19,0,1,England,6.0,10.0,7.0,3.0,0.0
497,England,West Indies,1988-05-21,0,1,England,6.0,9.0,7.0,3.0,0.0
498,England,West Indies,1988-05-23,0,1,England,7.0,8.0,8.0,2.0,0.0
499,England,Sri Lanka,1988-09-04,0,1,England,7.0,1.0,5.0,1.0,0.0
500,India,West Indies,1988-10-16,2,2,India,4.0,7.0,1.0,9.0,0.0
501,Pakistan,West Indies,1988-10-18,2,2,Pakistan,0.0,6.0,3.0,7.0,0.0
502,India,Pakistan,1988-10-19,2,2,Pakistan,5.0,1.0,1.0,9.0,1.0
503,India,West Indies,1988-10-21,2,2,West Indies,4.0,5.0,2.0,8.0,1.0
504,Pakistan,West Indies,1988-10-22,2,2,West Indies,2.0,5.0,3.0,7.0,1.0
505,Pakistan,Sri Lanka,1988-10-27,2,2,Sri Lanka,2.0,1.0,9.0,1.0,1.0
506,Bangladesh,India,1988-10-27,0,1,India,0.0,4.0,0.0,0.0,1.0
507,India,Sri Lanka,1988-10-29,2,2,Sri Lanka,5.0,2.0,8.0,2.0,1.0
508,Bangladesh,Pakistan,1988-10-29,0,1,Pakistan,0.0,2.0,0.0,1.0,1.0
509,India,Pakistan,1988-10-31,2,2,India,5.0,3.0,0.0,10.0,0.0
510,Bangladesh,Sri Lanka,1988-11-02,0,1,Sri Lanka,0.0,3.0,0.0,1.0,1.0
511,India,Sri Lanka,1988-11-04,2,2,India,6.0,3.0,7.0,3.0,0.0
512,Pakistan,West Indies,1988-12-10,2,2,West Indies,3.0,5.0,3.0,7.0,1.0
513,India,New Zealand,1988-12-10,0,1,India,7.0,4.0,8.0,2.0,0.0
514,Australia,Pakistan,1988-12-11,0,1,Australia,9.0,3.0,5.0,5.0,0.0
515,India,New Zealand,1988-12-12,0,1,India,7.0,4.0,8.0,2.0,0.0
516,Australia,West Indies,1988-12-13,0,1,West Indies,10.0,5.0,3.0,7.0,1.0
517,Australia,West Indies,1988-12-15,0,1,West Indies,9.0,5.0,3.0,7.0,1.0
518,India,New Zealand,1988-12-15,0,1,India,7.0,4.0,9.0,1.0,0.0
519,Pakistan,West Indies,1988-12-17,2,2,West Indies,3.0,5.0,2.0,8.0,1.0
520,India,New Zealand,1988-12-17,0,1,India,7.0,4.0,10.0,0.0,0.0
521,Pakistan,West Indies,1989-01-01,2,2,West Indies,3.0,6.0,1.0,9.0,1.0
522,Australia,Pakistan,1989-01-02,0,1,Pakistan,8.0,3.0,6.0,4.0,1.0
523,Australia,West Indies,1989-01-05,0,1,Australia,7.0,7.0,3.0,7.0,0.0
524,Pakistan,West Indies,1989-01-07,2,2,Pakistan,3.0,7.0,1.0,9.0,0.0
525,Australia,Pakistan,1989-01-08,0,1,Australia,7.0,3.0,5.0,5.0,0.0
526,Australia,Pakistan,1989-01-10,0,1,Australia,7.0,3.0,5.0,5.0,0.0
527,Australia,West Indies,1989-01-12,0,1,Australia,7.0,7.0,3.0,7.0,0.0
528,Australia,West Indies,1989-01-14,0,1,Australia,7.0,7.0,4.0,6.0,0.0
529,Australia,West Indies,1989-01-16,0,1,West Indies,7.0,6.0,5.0,5.0,1.0
530,Australia,West Indies,1989-01-18,0,1,West Indies,6.0,6.0,5.0,5.0,1.0
531,New Zealand,Pakistan,1989-02-06,0,1,New Zealand,4.0,3.0,4.0,6.0,0.0
532,New Zealand,Pakistan,1989-03-04,0,1,New Zealand,4.0,2.0,5.0,5.0,0.0
533,West Indies,India,1989-03-07,0,1,West Indies,6.0,7.0,8.0,2.0,0.0
534,New Zealand,Pakistan,1989-03-08,0,1,New Zealand,4.0,2.0,6.0,4.0,0.0
535,West Indies,India,1989-03-09,0,1,West Indies,6.0,7.0,8.0,2.0,0.0
536,New Zealand,Pakistan,1989-03-11,0,1,Pakistan,5.0,2.0,7.0,3.0,1.0
537,West Indies,India,1989-03-11,0,1,West Indies,6.0,7.0,8.0,2.0,0.0
538,New Zealand,Pakistan,1989-03-14,0,1,New Zealand,4.0,3.0,6.0,4.0,0.0
539,West Indies,India,1989-03-18,0,1,West Indies,6.0,6.0,9.0,1.0,0.0
540,West Indies,India,1989-03-21,0,1,West Indies,6.0,6.0,9.0,1.0,0.0
541,Pakistan,Sri Lanka,1989-03-23,2,2,Pakistan,3.0,3.0,8.0,2.0,0.0
542,Pakistan,Sri Lanka,1989-03-24,2,2,Pakistan,4.0,3.0,8.0,2.0,0.0
543,England,Australia,1989-05-25,0,1,England,7.0,5.0,5.0,5.0,0.0
544,England,Australia,1989-05-29,0,1,Australia,7.0,5.0,5.0,5.0,1.0
545,India,West Indies,1989-10-13,2,2,West Indies,5.0,7.0,1.0,9.0,1.0
546,Pakistan,West Indies,1989-10-14,2,2,Pakistan,4.0,8.0,2.0,8.0,0.0
547,England,Sri Lanka,1989-10-15,2,2,England,7.0,3.0,6.0,1.0,0.0
548,India,Pakistan,1989-10-15,2,2,Pakistan,4.0,4.0,1.0,9.0,1.0
549,India,West Indies,1989-10-16,2,2,India,3.0,8.0,1.0,9.0,0.0
550,Pakistan,West Indies,1989-10-17,2,2,Pakistan,5.0,8.0,3.0,7.0,0.0
551,Australia,England,1989-10-19,2,2,England,6.0,7.0,5.0,5.0,1.0
552,Sri Lanka,West Indies,1989-10-19,2,2,Sri Lanka,3.0,7.0,0.0,10.0,0.0
553,India,Pakistan,1989-10-20,2,2,Pakistan,3.0,6.0,1.0,9.0,1.0
554,Australia,West Indies,1989-10-21,2,2,Australia,6.0,6.0,5.0,5.0,0.0
555,England,Pakistan,1989-10-22,2,2,England,7.0,7.0,7.0,3.0,0.0
556,India,Sri Lanka,1989-10-22,0,1,India,2.0,4.0,8.0,2.0,0.0
557,Australia,Pakistan,1989-10-23,2,2,Pakistan,6.0,7.0,5.0,5.0,1.0
558,India,West Indies,1989-10-23,0,1,West Indies,2.0,5.0,2.0,8.0,1.0
559,India,England,1989-10-25,0,1,India,2.0,8.0,4.0,6.0,0.0
560,Pakistan,West Indies,1989-10-25,2,2,West Indies,8.0,5.0,4.0,6.0,1.0
561,Australia,Sri Lanka,1989-10-25,2,2,Australia,5.0,4.0,8.0,2.0,0.0
562,England,West Indies,1989-10-27,2,2,West Indies,8.0,5.0,9.0,1.0,1.0
563,India,Australia,1989-10-27,0,1,India,3.0,5.0,5.0,5.0,0.0
564,Pakistan,Sri Lanka,1989-10-27,2,2,Pakistan,7.0,4.0,8.0,2.0,0.0
565,India,Pakistan,1989-10-28,0,1,Pakistan,4.0,8.0,1.0,9.0,1.0
566,England,Pakistan,1989-10-30,2,2,Pakistan,7.0,8.0,7.0,3.0,1.0
567,India,West Indies,1989-10-30,0,1,West Indies,4.0,5.0,2.0,8.0,1.0
568,Pakistan,West Indies,1989-11-01,2,2,Pakistan,8.0,5.0,4.0,6.0,0.0
569,Pakistan,India,1989-12-18,0,1,Pakistan,8.0,4.0,9.0,1.0,0.0
570,Pakistan,India,1989-12-22,0,1,Pakistan,8.0,4.0,9.0,1.0,0.0
571,Australia,Sri Lanka,1989-12-26,0,1,Australia,4.0,3.0,9.0,1.0,0.0
572,Australia,Sri Lanka,1989-12-30,0,1,Australia,4.0,2.0,9.0,1.0,0.0
573,Pakistan,Sri Lanka,1989-12-31,2,2,Sri Lanka,8.0,1.0,8.0,2.0,1.0
574,Australia,Pakistan,1990-01-03,0,1,Australia,5.0,7.0,4.0,6.0,0.0
575,Australia,Sri Lanka,1990-01-04,0,1,Australia,6.0,2.0,10.0,0.0,0.0
576,Pakistan,Sri Lanka,1990-02-10,2,2,Pakistan,7.0,2.0,7.0,3.0,0.0
577,Australia,Pakistan,1990-02-11,0,1,Australia,7.0,7.0,5.0,5.0,0.0
578,Australia,Pakistan,1990-02-13,0,1,Pakistan,7.0,7.0,6.0,4.0,1.0
579,Pakistan,Sri Lanka,1990-02-15,2,2,Pakistan,7.0,2.0,7.0,3.0,0.0
580,Pakistan,Sri Lanka,1990-02-17,2,2,Pakistan,7.0,2.0,8.0,2.0,0.0
581,Australia,Sri Lanka,1990-02-18,0,1,Australia,7.0,1.0,10.0,0.0,0.0
582,Australia,Pakistan,1990-02-20,0,1,Pakistan,7.0,7.0,6.0,4.0,1.0
583,Australia,Pakistan,1990-02-23,0,1,Australia,7.0,7.0,6.0,4.0,0.0
584,Australia,Pakistan,1990-02-25,0,1,Australia,7.0,6.0,6.0,4.0,0.0
585,New Zealand,India,1990-03-01,0,1,New Zealand,4.0,4.0,0.0,10.0,0.0
586,Australia,India,1990-03-03,2,2,Australia,8.0,3.0,4.0,6.0,0.0
587,West Indies,England,1990-03-03,0,1,West Indies,4.0,6.0,2.0,8.0,0.0
588,New Zealand,Australia,1990-03-04,0,1,Australia,5.0,8.0,1.0,9.0,1.0
589,New Zealand,India,1990-03-06,0,1,India,5.0,3.0,1.0,9.0,1.0
590,West Indies,England,1990-03-07,0,1,West Indies,5.0,5.0,3.0,7.0,0.0
591,Australia,India,1990-03-08,2,2,Australia,8.0,3.0,4.0,6.0,0.0
592,New Zealand,Australia,1990-03-10,0,1,Australia,5.0,8.0,1.0,9.0,1.0
593,New Zealand,Australia,1990-03-11,0,1,Australia,5.0,8.0,1.0,9.0,1.0
594,West Indies,England,1990-03-15,0,1,West Indies,6.0,4.0,4.0,6.0,0.0
